,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
32,Senior Medicaid Lead,-1,"Position Description:

Mathematica applies expertise at the intersection of data, methods, policy, and practice to improve well-being around the world. We collaborate closely with public- and private-sector partners to translate big questions into deep insights that improve programs, refine strategies, and enhance understanding using data science and analytics. Our work yields actionable information to guide decisions in wide-ranging policy areas, from health, education, early childhood, and family support to nutrition, employment, disability, and international development. Mathematica offers our employees competitive salaries, and a comprehensive benefits package, as well as the advantages of being 100 percent employee owned. As an employee stock owner, you will experience financial benefits of ESOP holdings that have increased in tandem with the company’s growth and financial strength. You will also be part of an independent, employee-owned firm that is able to define and further our mission, enhance our quality and accountability, and steadily grow our financial strength. Read more about our benefits here: https://www.mathematica.org/career-opportunities/benefits-at-a-glance.",3.9,"Mathematica Policy Research
3.9","Washington, DC",-1,1001 to 5000 Employees,1986,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
33,Data Analyst and Reporting Specialist,-1,"We Do Great Things! Join FSC & Unleash Your Potential!

Forward Service Corporation (FSC), a passionate, not-for-profit firm providing employment and training related services to local, state, and federally funded program participants. ABR Employment Services, is a for profit firm, a subsidiary of FSC, and provides employment opportunities and staffing solutions to thousands of job seekers and employers. ABR has earned the Best of Staffing Award 10 years in a row! This is an opportunity to work for two companies in two different industries with very similar end goals. We are seeking one full time IT Data Analyst and Reporting Specialists to join our team.The home office of this position is located on the east side of Madison, WI. This position will support staff across the state of Wisconsin. Some travel may be required.

The Data Analyst and Reporting Specialist performs a variety of duties related to data including conducting full life cycle analysis from requirements gathering to data collection and creating reports/data visualizations. This position provides independent, capable professional performance of assigned tasks and escalates when necessary. The Data Analyst and Reporting Specialist stays current on emerging IT and data trends, identifies opportunities for improvement and cost savings and works with business partners to determine new ways to use data.







BS in Mathematics, Economics, Computer Science, Information Management or Statistics with 8 years’ experience or equivalent combination of education and experience.



We offer a competitive wage for this exempt position starting at $$71,322.36/year. Office hours are Monday – Friday 8:00 AM – 5:00 PM. This full-time position also includes an excellent benefits package, a phenomenal 401(k) plan, as well as an excellent Paid Time Off (PTO) bank and 11 paid holidays!



January 4th, 2021

FORWARD SERVICE CORPORATION IS AN EQUAL OPPORTUNITY/AFFIRMATIVE ACTION EMPLOYER. ALL QUALIFIED APPLICANTS WILL RECEIVE CONSIDERATION FOR EMPLOYMENT WITHOUT REGARD TO RACE, COLOR, RELIGION, SEX, NATIONAL ORIGIN, AND DISABILITY OR PROTECTED VETERAN STATUS.",3.9,"Forward Service
4.3","Madison, WI",-1,201 to 500 Employees,1979,Company - Private,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1
34,Big Data Engineer,-1,"Big Data Engineer
Long-term contract in Rockville, MD
WFH for now but post-covid will need to relocate

Job Functions:
Analyze system requirements and design responsive algorithms and solutions
Use big data and cloud technologies to produce production quality code
Engage in performance tuning and scalability engineering
Work with team, peers and management to identify objectives and set priorities
Perform related SDLC engineering activities like sprint planning and estimation



In the Market Regulation Surveillance Patterns technology team, an expert in this role is vested with responsibilities arising from our client's mission to protect the integrity of US Securities Capital markets.

Our client has a portfolio of 'surveillance patterns' that look for manipulative and non-compliant behavior in the database of all transactions that occur in the stock market. The database itself consists of tens of billions of records per day. Engineers work with these large volumes of data using state-of-the-art and industry standard technologies, all of which are wholly operated in a cloud computing environment.

#IND1",3.9,"ALTA IT Services, LLC
3.7","Rockville, MD",-1,201 to 500 Employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
35,Data Analyst - Product Development (eCommerce),-1,"JOB TITLE: Data Analyst - Product Development (eCommerce)
REPORTS TO: Manager, Analytics
JOB SUMMARY: The Data Analyst will play a critical role in helping BNED analyze the business through product analytics and evolve as a “digital-first” organization. The Data Analyst will work closely with business stakeholders to identify and measure key performance indicators. This candidate must be comfortable working with large sets of data and using critical thinking/analytical skills to unlock key actionable insights.
Please note we are only considering candidates based in the East Coast.
ESSENTIAL FUNCTIONS:",3.9,"Barnes & Noble Education
3.5","Boston, MA",-1,10000+ Employees,1965,Subsidiary or Business Segment,Media & Entertainment Retail Stores,Retail,$1 to $2 billion (USD),-1
36,Data Engineer - Cloud Services,-1,"Why 2nd Watch

2nd Watch is in growth mode, and we are looking for like-minded, focused team members to join us! We are looking for the most technically forward-thinking, cloud-passionate employees in the world, and strive daily to align our core values with those that we hire Elevating Each Other, Being Outcome Driven, Winning as a Team, Being Bold, Trusting Each Other, and Having FUN! these are all key elements to who we hire.

2nd Watch has a unique company culture and working environment that live and breathe success and promote pushing the envelope every day in your respective role at the company. This is what drives our teams a perpetual thirst for knowledge, and a desire to work with the best people and take on big challenges together. Getting our attention takes creativity, integrity, a desire to improve yourself and your co-workers each day, and a track record of caring about who you are affecting, both positively and negatively, while you are getting the right stuff done.

We offer roles ranging from all levels in our Sales, Managed Cloud Services, Cloud Enablement, DevOps, Product Development teams and beyond. We are looking for superstars to help raise the bar, setting industry-level standards around project management and delivery of AWS, Azure, and Google Cloud services.



A leader in the post-hardware era, 2nd Watch walks alongside our clients to help them navigate and embrace change to provide better customer experiences through the blend of technology and innovation that is at our core. Our world-class cloud native capabilities in strategic consulting, workload design, technology deployments and workload management enable our clients to have the agility of a growth company and the security of a leader.

Selected by global brands for our thought leadership and agility through tested, proven and trusted customer-obsessed solutions for people, processes and technology, we are hyper-focused on six solution areas:
2nd Watch is an AWS Partner Network (APN) Premier Consulting Partner, a Microsoft Azure Gold Partner, and a Google Cloud Platform Partner. The venture-backed company is headquartered in Seattle, Washington. To learn more about 2nd Watch, visit www.2ndwatch.com or call 888-317-7920.





Powered by JazzHR",3.9,"2nd Watch, Inc.
3.8",United States,-1,201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
37,ETL QA/Data Analyst,-1,"Sammons® Financial Group Companies offer some of today’s most sought after life insurance, annuity, and retirement planning products. Unlike most financial organizations, our companies are not publicly traded, which means we’re focused on long-term value rather than short-term earnings pressures. As a privately held company, our leaders and employees remain consistently focused on long-term growth, making decisions that allow us to deliver on our commitments to customers, distribution partners, our employees, and our communities. Individually, our companies provide value in the products and services they offer. Together we represent a history of strength and longevity.


What you can expect when you join Sammons Financial Group:
A casual dress code including jeans
A rich company culture driven by private ownership and intentional leadership inspiring employees to engage in our healthy, high-performing and values based culture
Qualifications:
Apply Now",3.9,"Sammons Financial Group Companies
4.9",United States,-1,1001 to 5000 Employees,1996,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
38,Data Analyst,-1,"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
Consolidate and analyze population data (premium, eligibility, claims utilization etc.) taking into account company’s goals and financial goals
Provide creative alternatives to best organize and present data from all sources (third party payors, EMR and operational)
Assemble and summarize data to structure sophisticated reports on status and risks
Work with data analytics external vendors to ensure completeness and accuracy of published information in the dashboard sites",3.9,"MMM Holdings
4.2","Orlando, FL",-1,1001 to 5000 Employees,-1,Company - Private,Insurance Carriers,Insurance,Less than $1 million (USD),-1
39,S/4HANA + Analytics Consultants,-1,"BICP, a market leader in BI, Analytics & Innovation Platforms, is looking to hire a Data Engineering Manager to lead 3-4 product teams, which will include 20+ employees & consultants, at our long standing Fortune 100 Retail client in Beaverton, OR. Data Engineering Managers to help lead delivery of scalable data and analytics solutions, implement and integrate new technologies, lead and evolve data lake. The ideal candidate will have outstanding communication skills, validated data design and implementation capabilities, strong business acumen, and an innate drive to deliver results. He/she will be a self-starter, comfortable with ambiguity and will enjoy working in a fast-paced dynamic environment.
Ideal candidate will have a minimum of 5+ years Data Engineering experience in large enterprise environments dealing with massive volumes of data including at least 2 years as a Manager. Consultant will have prior experience supporting cloud based, analytics-driven transformation efforts from legacy to NextGen platforms. You will work with extraordinary talent of people in the field of Data Engineering with a goal of better business insights and driving data driven decisions across the organization. You’ll be working closely with Internal partners, Product Owners, Engineering Leaders, Data Analysts, Big Data Leads and Engineers.",3.9,"BICP
5.0","Portland, OR",-1,1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
40,(Sr.) Data Analyst,-1,"The (Sr.) Data Analyst is responsible for leading, planning and coordinating PJM's data design efforts, from the investigation of all required data sources for completeness and accuracy, through implementation of the completed design. This includes the routines used to obtain, transform, and store the requisite data. The data analyst is responsible for:
the architecture and design of all database objects in business systems, data warehouses and associated data marts (tables & ETL routines)",3.9,"PJM Interconnection
3.7","Audubon, PA",-1,501 to 1000 Employees,1927,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1
41,Senior Data Scientist,-1,"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The AI COE is seeking a Senior Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics.
The Expertise You Have",3.9,"Fidelity Investments
4.1","Boston, MA",-1,10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
42,Data Analytic Developer,-1,"Love python and data? Tired of old tech? Love the idea of end to end development from analytics to processing and prototyping? Look no further and join our team of analytical minded developers using real-world state of the art technologies in Big Data and Data Science to develop new tradecraft and tools. At Fortego, you will embark on a journey of impactful technical work of harvesting open source data sets, development, data analysis and data enrichment with driven people that treat you like family.

If this is up your alley, and you’ve got the skills listed below with a TS/SCI with a Polygraph, we encourage you to apply. We will contact you within 3 business days of your application.
As an ideal candidate, you will have some of the following skills:
Data analysis with experience in python or R (strongly desired)",3.9,"Fortego
5.0","Columbia, MD",-1,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
43,"Data Analyst, In-Force Pricing, Long Term Care",-1,"POSITION TITLE
Data Analyst, In-Force Pricing, Long Term Care
LOCATION
Richmond, VA
YOUR ROLE
As a member of the Long Term Care (LTC), In-force Pricing Data Management team, you are responsible for providing subject matter expertise on the data. You will play a critical role in enhancing our organization by using data and analytics to drive business strategy, increasing automation and enhancing the usage of data. You will partner closely with process teams, cross-functional teams and project teams to ensure business needs are met that will be used to drive business decisions and improve processes.",3.9,"Genworth
3.7","Richmond, VA",-1,1001 to 5000 Employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
44,AWS Data Engineer,-1,"Job title - AWS Data Engineer .
Our client is looking for a passionate and talented Data Engineer with strong working experience & knowledge of AWS.
Soft Skills (Very important)
Willing to color outside the lines
Comfortable with a start-up pace and ambiguity
Comfortable leading through abstract requirements & SDLC processes
Partner with 3rd party development teams, be a bridge to share knowledge and develop alongside",3.9,"SOL Digital, LLC","New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
45,Data Analyst (Insurance; TPA),-1,"SBMA, a third-party administrator, is currently seeking a Data Analyst to join our growing team. The Data Analyst will work closely with upper management in our Eligibility Department to assist with insurance-related data and special projects.
Qualified candidates must have insurance-related experience specific to auditing data and insurance portals. Preferred candidates will have a degree in accounting and/or an HR-related background.
To be considered for employment, click on the link below to apply and complete our gamelike formatted assessment.
https://www.ondemandassessment.com/link/index/JB-CTTT45BQF?u=1006160
Duties",3.9,Staff Benefits Management and Administrators,"San Diego, CA",-1,-1,-1,-1,-1,-1,-1,-1
46,Data Scientist,-1,"HPOne, named CT Magazine's 2018 Great Places to Work, is looking for a Data Scientist to join our team.
The Data Scientist is responsible for collecting, cleaning, translating data to meet the company's needs. Every business collects data, whether it's sales figures, market research, logistics, or transportation costs. The Data Scientist will use that data and machine learning to help drive HPOne's business plans.
What you'll do:
Research and develop statistical learning models for data analysis
Develop insights and deliver recommendations based on data analyses
Work with business leaders to articulate business requirements for data analyses",3.9,"HPOne
3.0","Trumbull, CT",-1,501 to 1000 Employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),-1
47,"Principal, Data Scientist",-1,"The Principal, Data Scientist position designs and develops advanced machine learning and artificial intelligence algorithms/predictive models for use in underwriting, customer management, marketing, and operations.

Job Duties:
Assess, clean, merge, and analyze large datasets adhering to standardized data manipulation techniques and methodology by leveraging R, Python and/or apache spark.
Perform parallel processing computations both within R, Python as well as cluster computing technologies such as apache spark.
Design, develop and deploy multiple linear and nonlinear algorithms for testing, development and deployment into our underwriting engine in the application of risk management in all of elevates acquisition channels.",3.9,"Elevate Credit
3.8","Addison, TX",-1,501 to 1000 Employees,2014,Company - Public,Lending,Finance,$100 to $500 million (USD),-1
48,Business Analyst - Data Science,-1,"Meet MedPro Group. We’re an industry-leading Berkshire Hathaway insurance company with a passion for our clients and our team. We are hundreds of professionals with varied backgrounds and experience levels who came together to achieve one goal: protecting those who have made it their mission to serve and care for others. Never considered the insurance industry before? We think you should.

In this role you will…

Translate business needs, processes and procedures into a workable system, and articulate on specific data science requirements by communicating about these requirements with technology experts.
Participate in developing functional requirements, testing, training and implementing data science solutions. Develop detailed system requirements based on business needs, utilizing standard documentation guidelines and coordinating with technical resources throughout project cycle.
Participate in reviewing, analyzing, and evaluating Underwriting and Claims' user needs.
Participate in project meetings, project tracking, analysis, and reporting. Provide reporting analysis on key projects and delivery outcomes with the business clients.
Develop documents for Data Science applications, system specifications and test plans, according to existing standards and methodologies.
Support implementation of high impact, cross-functional projects aligned with strategic business initiatives under the direction of a Project Manager or Data Scientist.
Support small to medium size projects including project planning, requirements definition and documentation, test case definition, execution of testing, and project implementation.
Assist in handling post-production issues until project has been approved for release to the business.
Perform other duties as assigned.

We are looking for candidates with…

Bachelor’s degree or equivalent project/insurance experience.
3 or more years of related project or insurance experience.
Strong analytical skills.
Ability to resolve problematic issues in an efficient manner.
Excellent organizational and communication skills, demonstrated ability to work across technical and non-technical resources.
Understanding of systems and technical design.
Strong PC skills including Word, Excel, PowerPoint, and Visio.
Demonstrated ability to work independently and as a team member.
Ability to handle multiple, changing priorities, and deadlines in a very fast paced working environment.

Why MedPro?

MedPro Group’s mission is built on a century-old legacy of protecting those who protect others. From our roots in our hometown of Fort Wayne, Indiana, we've worked diligently to become the nation's premier healthcare liability coverage provider, currently insuring more than 250,000 customers. With that growth, we've built a significant presence in all 50 states. Our team works across the country to provide the best strategies to mitigate risk and preserve the reputations of those who have entrusted their good name to us. That passion – built on a foundation of a culture that values uncompromised integrity, obsessive client focus, great teamwork, and a long-term mindset – makes MedPro a preferred employer that many call their career home.


MedPro Group is an Equal Opportunity Employer.",3.9,"MedPro Group
3.7","Fort Wayne, IN",-1,501 to 1000 Employees,1899,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
49,Data Engineer III,-1,"RedCloud is seeking a Data Engineer III with a broad range of complex technical and interpersonal skills. Our client is one of the largest health insurance providers in North America and is located in N. Seattle area.

RedCloud Consulting is a business and IT consulting company with local Puget Sound Enterprise and Mid-sized clients. We have been recognized by Seattle Business Magazine and ranked #1 on their “Best Companies to Work for in Washington” for Mid-Sized Businesses list, awarded #1 Fastest Growing Company in Washington by Puget Sound Business Journal, and named on the Inc. 500/5000 list.

Experience and skills:
Working Experience of API development using Mulesoft.
Hands-on experience dealing with millions of records transactions using API.


The Data Engineer III creates modifies, and tests the code, forms, and scripts that construct the data sets that drive our Data Science and Business Intelligence capabilities. This work is derived from specifications developed in collaboration with those consuming or interacting with those data sets. The Data Engineer may develop and write solutions to store, locate, and retrieve specific documents, data, and information and distribute through multiple methods. As a mid-career data engineering professional, this position requires seasoned conceptual and practical expertise and will be guided by area and individual objectives, receiving only general directions. The Data Engineer III provides solutions to a wide range of difficult problems, and solutions are imaginative, practical, and consistent with organizational objectives. They are often called on to act as an internal resource for their area of specialty.



RedCloud is a boutique, business and technology consulting firm providing local companies with expert-level support for over two decades. Whether it’s to solve a specific business challenge or to provide additional support for an ambitious project, we can help bring even the most visionary endeavors to fruition.

Anchored by a foundation of ""integrity-based consulting"", the RedCloud team of subject matter experts collaborate closely with clients to develop and implement high-level solutions, bringing stability, growth, and innovation together for long-term success. We provide a broad array of business and technology consulting services through RedCloud’s core services: Empower Operations, Empower Sales and Marketing, Empower Customers, Empower Security and Privacy.",3.9,"RedCloud Consulting
4.7","Mountlake Terrace, WA",-1,51 to 200 Employees,1995,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
50,Data Engineer/Sr Data Engineer - Data & Analytics Engineering,-1,"A little about us
At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits",3.9,"Liberty Mutual Insurance
3.7","Dover, NH",-1,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
51,e-Commerce SCM Specialist,-1,"Summary
Spigen is looking for a supply chain management specialist who manages the overall supply chain and logistics strategy for our e-commerce operations.
Job Duties
Manage daily sales data.
Plan and manage production schedule to meet delivery requirements and best utilize the productive capacity based on AMZ sales ranking.
Manage product life cycle (EOL, Discontinued) to ensure smooth ordering and inventory management process.",3.9,"Spigen,Inc
3.7","Irvine, CA",-1,201 to 500 Employees,2007,Company - Private,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),-1
52,(Sr.) Data Analyst -,-1,"Wednesday, August 5, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At
Merrick Bank, we specialize in credit programs that assist people looking to
build or rebuild their credit. We are FDIC insured and recognized as a top-20
issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders
and have extended over $5.3 billion in credit.

Our
Mission is to make a positive difference in the lives of our customers, our
employees, and our community. We work hard to create a work environment that
empowers our associates to grow, learn, and reach their potential.

This
position is responsible for running multiple monthly processes, extracting
data, maintaining/updating analytical files and data sources, producing ad-hoc
reports and working with the new accounts analytical team. The candidate will improve current processes
through automation, streamlining, and general improvement of the process. Further this candidate will be responsible
for time-sensitive processes requiring audits that involve other departments
and will require being able to explain month to month changes in the audit
reports. This candidate will work
closely with other analysts in the group to assist them in their role through
education of data sources and providing data when needed. Previous experience with large datasets using
R, SQL, or SAS is desired, particularly updating and maintaining
databases. Previous experience with
quality assurance or business intelligence reporting is also useful –
particularly using Shiny or R.



·
Bachelor's degree in a field related to the following skill
set is required. A Master’s degree is
preferred.

·
Expertise with SQL and some familiarity with programming
(SAS being ideal) is required.

·
Knowledge of R, Python, Java script, Shiny, Html, or CSS are
desired.

·
A firm understanding of data manipulation and extraction is
necessary.



·
Experience with Docker, and Git would is desirable.

·
Experience working with databases is desirable. We are currently using PostgreSQL.

·
Any experience with BI tools such as Shiny (R) or Dash
(python), or writing automated reports with LaTeX is desirable.

·
Experience finding issues with data is desirable.

·
Experience in the banking industry, specifically in credit
cards is desirable.



·
Monthly process.

·
Prospect selection process and audit.

·
Quality assurance of data processes.

·
Improving the current data environment and making it faster,
and easier to access.

·
Documenting all data and processes the department develops
and utilizes.

·
Effective written and verbal communication skills.

·
Work effectively both individually and in a collaborative
manner with a team.

·
Compliance with Laws & Regulations:

·
Responsible for complying with all of the Bank’s internal
control policies and procedures.

·
Responsible for understanding and complying with all laws
and regulations to which the Bank is subject.

·
Responsible for communicating problems in operations,
noncompliance with the code of conduct, noncompliance with laws and regulations,
policy violations, or illegal acts.



Competitive salary (DOE)

Benefits package


Match

Short & Long Term Disability

Group Life and AD&D
Insurance

Paid Vacation, Holidays,
and Personal Days

Employee Events,
including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement
Program

Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We
evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is
the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm",3.9,"Merrick Bank
3.7","South Jordan, UT",-1,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
53,Machine Learning Engineer,-1,"Opportunity overview

Cohere Health is illuminating healthcare for patients, their doctors, and all those who are important in a patient's healthcare experience, both in and out of the doctors office. Founded in August, 2019, we are obsessed with eliminating wasteful friction patients and doctors experience in areas that have nothing to do with health and treatment, particularly for diagnoses that require expensive procedures or medications. To that end, we build software that is expressly designed to ensure the appropriate plan of care is understood and expeditiously approved, so that patients and doctors can focus on health, rather than payment or administrative hassles.

In this role, you'll join our growing team of world-class engineers, statisticians, and clinical experts to deploy machine learning algorithms that help automate burdensome administrative clinical practices. You will be tasked with finding the most promising opportunities for impact and then delivering on them.



Cohere Health is an Equal Opportunity Employer. We are committed to fostering an environment of mutual respect where equal employment opportunities are available to all. To us, it's personal.

We can't wait to learn more about you and meet you at Cohere Health!",3.9,"Cohere Health
5.0","Boston, MA",-1,51 to 200 Employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
54,CONSUMER & MARKET KNOWLEDGE – ADVANCED COMMERCIAL ANALYTICS SENIOR MANAGER (Experienced),-1,"Are you energized by solving tough business problems, wrangling massive datasets, and developing clever code to generate insight from diverse sources of data? Are you curious?

If so, then a role in the Consumer & Market Knowledge (CMK) Commercial Analytics organization is for you! In CMK, we combine analytics and data science techniques to directly influence business strategy, product design, pricing, media investments, retail, go to market strategy … and much more. We use our data and boundless curiosity to discover what consumers want, why they want it, and how we can influence them through immersive exploration and in-depth analysis. We use internal and external data sources accessed via our Hadoop cluster to build predictive and explanatory models that enable insights into how our consumers, markets, and retailers behave.

Your role in CMK will involve building reproducible code, predictive models, analytics, storytelling, visualizations, and engaging presentations that facilitate a deep understanding of consumer and shopper behaviors. Your key to success will be your ability to integrate exploratory data analysis, model building, model optimization and model production to deliver insights that drive the business.

So, here’s your opportunity! We’re looking for hardworking and data driven individuals. Join CMK and help us anticipate what consumers want and to enable the business.



We are an equal opportunity employer and value diversity at our company. Our mission of Diversity and Inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak”.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor. Immigration sponsorship is not available for this role. As a general matter, Procter & Gamble does not sponsor candidates for nonimmigrant visas or permanent residency. However, Procter & Gamble may make exceptions on a discretionary basis. Any exceptions would be based on the Company's specific business needs at the time and place of recruitment as well as the particular qualifications of the individual. Procter & Gamble participates in e-verify as required by law. Qualified individuals will not be disadvantaged based on being unemployed.",3.9,"Procter & Gamble
4.2","Cincinnati, OH",-1,10000+ Employees,1837,Company - Public,-1,-1,$10+ billion (USD),-1
55,Sr. macOS Software Engineer,-1,"Job Description
ENSCO, Inc., is seeking a Senior Software Engineer with current working knowledge of macOS system programing. Candidate must understand the macOS system internals to include the kernel, sub-components, memory management, security architecture, and internal APIs used by the macOS system. The candidate will work closely with other developers and the government personnel to fix or implement new features for community usage. Candidate must work collaboratively in an Agile team environment and respond to frequent customer requests.
Qualifications Required (Skills)
BS or Equivalent with 5+ years of low-level software using C and Objective-C
System programming experience on macOS",3.9,"ENSCO, Inc.
3.7","Springfield, VA",-1,501 to 1000 Employees,1969,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
56,Direct Mail Data Analyst - Fundraising Experience Required,-1,"Edge Direct is a results-driven fundraising company that has proudly served hundreds of the world's best-known causes for nearly a century. We help nonprofit clients achieve maximum support for their missions through effective direct response marketing. We design programs that meet the unique needs of nonprofits in today’s evolving fundraising environment by increasing net income, cultivating and growing donor files, and generating a universe of qualified donors for major and planned giving opportunities.
Edge Direct is experiencing significant growth and has an exciting opportunity for a Direct Mail Data Analyst.
Primary responsibilities:
Document structure of company business data which serves as a guide in execution of tasks.",3.9,Edge Direct,"Baltimore, MD",-1,-1,-1,-1,-1,-1,-1,-1
57,Senior Data Engineer,-1,"Description

We are an ambitious, fast-growing software company located in Andover, MA, that offers its employees the opportunity to do incredible work in helping to connect the world’s givers to those who benefit from them the most, be a part of a company that is making an impact in the Corporate Social Responsibility (CSR) industry, and work at a place where you can make a genuine impact.

The Company

For 20 years, CyberGrants has been able to provide innovative software and services to hundreds of our clients, including over half of the Fortune 100. Our software has processed over $6.5 billion dollars in charitable donations to non-profits all over the globe and had more than 50 million volunteer hours managed on our platform.


This role is about using your data superpower for a noble cause. As a member of our growing Data and Analytics team, you will be a key member architecting and delivering a modern data platform that supports a growing set of philanthropic use cases. This means, you will be instrumental with making this successful and you will be able to put your fingerprints on it. . The success of this platform will change the way Fortune 500 companies donate.

This will be a tight team, working closely together and making a massive impact for the business and our customers. This team will be pushing the limits in data analytics. Expect to start using machine learning within the platform in the next 18 months.

The ideal candidate has a passion for data and understanding its relevance to solving business problems.",3.9,"CyberGrants
2.9","Andover, MA",-1,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
58,Risk Data Engineer,-1,"Overview:
Join the nation’s leader in second-look finance servicing as our Data Engineer!

Summary:
As a Data Engineer, your primary role will be to build and optimize foundational data marts, which will support reporting and analysis across the Risk Department, and other areas in the organization. This will include building data pipeline architecture, data flows, data transformations and clear documentation. At Genesis, you’ll join our Risk analytics team and partner with data owners and users to build, problem-solve and optimize key data structures. We are transitioning our data warehouse and analytics to Azure cloud and databricks analytics platform. Join us in this adventure!
Responsibilities:
As our Data Engineer you will:
Qualifications:",3.9,"Genesis Financial Solutions, Inc.
3.6","Beaverton, OR",-1,501 to 1000 Employees,2001,Company - Private,Lending,Finance,$500 million to $1 billion (USD),-1
59,Data Analytics Engineer,-1,"Overview


Acuity is seeking a Data Analytics Engineer. The engineer is assigned responsibility and accountability for leveraging the team’s expertise in deep business knowledge. They will leverage data as an asset while utilizing statistical and advanced analytical techniques as appropriate. The engineer will expand and optimize Acuity’s Strategic Analytics Team’s data and data pipeline architecture, optimize data flow and collection for cross functional teams, and ensure optimal data delivery architecture is consistent throughout ongoing projects.

Responsibilities




Bachelor’s degree in Computer Science, MIS, Mathematics, Statistics, Business, or related field.

5+ years of experience in data science, machine learning, data engineering, or related field. At least 5+ years of work experience in advanced writing and debugging.

OTHER:",3.9,"Acuity Insurance
4.9","Sheboygan, WI",-1,1001 to 5000 Employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
