,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
40,40,"Java Application Developer, Mid",$72K - $128K (Glassdoor est.),"The Challenge:
Are you looking for an opportunity to not just develop software, but to build a system that will protect a law enforcement agency from threats? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We’re looking for a developer with the advanced skills needed to build threat models using Big Data ecosystem to determine threat, risk triggers, and thresholds from vision to production-ready system.
This role is more than just coding. We need a Full-Stack Developer who will use their passion to learn new tools and techniques, identify and implement system improvements, and mentor teammates. Using Agile life cycle development, Big Data technologies, and data science techniques, you’ll build a system for a law enforcement agency to safeguard and determine threats to the agency and its related entities. You’ll analyze the needs and the environment to ensure the solution you’re developing considers the current architecture and operating environment as well as future functionality and enhancements. Join us as we build systems to change the nation's threat detection and prevention programs for the better.
Empower change with us.
You Have:
4+ years of experience with object-orientated programming and software development
2+ years of experience with Java programming
Experience with front-end application development using Angular.js, Ember.js or Node.js
Experience with modern software development and Agile methodologies
Experience with designing and implementing automated build and deployment pipelines and supporting platform
Experience with troubleshooting and supporting enterprise applications
Active Top Secret clearance
BA or BS degree
Nice If You Have:
Experience with Big Data and ETL
Experience with 508 and WCAG 2.0 compliance
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.
Build Your Career:
A challenging and dynamic work environment isn’t all we have to offer. When you join Booz Allen, you can expect:
access to experts in virtually every field
a culture that focuses on supporting our employees
opportunities that provide stability while offering a variety
You’ll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.
We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.
#LI-AH1, ID16-C",3.5,"Booz Allen Hamilton
4.1","Washington, DC",-1,10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),-1
41,41,"AVP, Data Scientist (Virtual / Remote - Greater Boston)",$72K - $128K (Glassdoor est.),"**We are still hiring and interviewing for this position. We are conducting interviews over video. Our employees can voluntarily return to our office, some positions may be required to be in office (we will share that at the interview) and for most roles, we are fully supporting remote work through April 2021.***
COMPANY OVERVIEW
Global Atlantic is one of the fastest growing companies in the Life and Annuity industry. We are focused on the U.S. retirement and life insurance markets with a broad range of annuities and life insurance options, as well as reinsurance solutions. Our success is driven by competitive, innovative product designs, leading investment management and integrated risk management, along with highly experienced leadership.
Global Atlantic is looking for a diverse team of talented individuals who reinforce our culture of collaboration and innovation. We are dedicated to the career development of our people because we know they are critical to our long-term success. Join our team and come grow with us.
In July 2020, KKR & Co. signed a strategic transaction to acquire Global Atlantic. The transaction is expected to close in early 2021, subject to required regulatory approvals and certain other customary closing conditions.
This position can work virtually / remote near any of our offices (New York, Hartford, Des Moines, Boston)
POSITION OVERVIEW
The Risk Data Analytics group is seeking a Data Scientist to help develop predictive models for policy-level transactions, to help prepare data and perform analysis using machine learning, regression and other methods, and to help deploy these tools and analysis in new ways through our organization. The predictive models and analysis developed by the Risk Data Analytics group are used to design and price retail products and institutional reinsurance deals, to inform risk-return and investment decisions, and to assist with forecasting and financial reporting. Our group works closely with Sales, Operations, Investments, Hedging, Finance, Actuarial, Planning, Information Management, Reinsurance, and Product Development on data analytics projects. As part of a larger quantitative Insurance Risk Management team that reports through the Chief Risk Officer, we have unique vantage point into nearly all aspects of the enterprise.
Required skills: Degree in math, statistics, actuarial science, computer science, a physical or biological science, engineering, or related field. Several years of experience programming Python. Experience working with large data sets, machine learning techniques, working in the insurance industry, particularly with insurance policy administration systems, performing actuarial experience studies, developing software for scientific applications, knowledge of high-performance computing techniques, SQL, or data engineering are highly desirable but not required. Background in finance and/or industry experience is not required.
We are looking for a highly curious individual who is comfortable in a collaborative environment, and who enjoys seeing the things they build have real world impact.
QUALIFICATIONS
Degree in math, statistics, actuarial science, computer science, a physical or biological science, engineering, or related field
Several years of experience or course work in a programming language such as C/C++, java, or python
Work experience in an insurance company, or background in operations or policy administration systems, or in actuarial science or actuarial experience studies will be given special consideration
#LI-JL1
#LI-Remote
TOTAL REWARDS STATEMENT
Global Atlantic's total rewards package is reflective of our corporate values, particularly diversity, excellence and innovation, with a focus on inclusion, pay equity, and flexibility. We are proud to support your personal and professional growth and well-being through programs such as educational assistance, virtual physical therapy, remote/onsite fitness reimbursement, a medical second opinion program, pet insurance, military leave, parental leave, adoption assistance, fertility and family planning coverage. We strive to foster a culture of total well-being through community outreach and charitable giving programs.
We are active in our communities-
New York: Red Hook Conservancy, Girls Who Invest and The Bowery Mission
Boston: Cradles to Crayons, Project Bread, Let's Get Ready, Rise Against Hunger, Salvation Army and many other local volunteer organizations in around the Boston area
Hartford: Habitat for Humanity, Foodshare, Humane Society, Hands on Hartford, Mercy Shelter and Dog Star Rescue
Indianapolis: Elevate Indianapolis, Gleaners Food Bank and the Juvenile Diabetes Research Foundation
Batesville: American Cancer Society Relay for Life, Angels of Giving, Margaret Mary Health Foundation, Ripley County Community Foundation, Safe Passage, Batesville High School Sponsorships, local area youth sports and food pantries, as well as many others
Des Moines: United Way, Central Iowa Shelter & Services, Junior Achievement of Central Iowa and Make a Wish Foundation
Berwyn: Food drive and will be planning an event to help a local family over the holidays
Atlanta: Packaged Good Organization, which helps the most vulnerable community members with providing personalized care packages for people in need including the elderly, our armed forces, the homeless and hospitalized kids
Bermuda: Sponsor of a weekly feeding program operated by The Hamilton Seventh-Day Adventist Church
Social platforms provide an environment to collaborate with others and participate in friendly competitions towards achieving physical, emotional and financial well-being. Our highly competitive health, retirement, life and disability plans can be tailored to best suit your needs and those of your whole family.
Global Atlantic is committed to creating an inclusive environment where everyone can meaningfully contribute to our success. We are proud to be an equal opportunity employer and we do not discriminate in employment on any basis that is prohibited by federal, state or local laws. More than that, we strive to be inclusive of all backgrounds and experiences, which we feel gives us a competitive advantage in the market and within our firm. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, disability, age, or veteran status.
Global Atlantic Financial Company Employee Candidate Privacy Notice",3.5,"Global Atlantic Financial Group
4.4",Massachusetts,-1,1001 to 5000 Employees,2004,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
42,42,Data Analyst,$72K - $128K (Glassdoor est.),"Join the PRC Team

Apply to become a Data Analyst


Apply Now

Data Analyst


“Remote working is available for this position during the COVID-19 pandemic, including the hiring and training process”

At PRC, we “Healthcare Differently.” We stand side-by-side with each customer as their partner, striving for excellence in healthcare. We make a difference. We also People Differently. We hire the best and get out of their way. Through a culture of support, respect, inclusion, teamwork, and a good dose of humor, we empower excellent employees. Join us in making a difference.

At PRC, we value:
Quality. We have a genuine commitment to doing things right.
Service. We have a responsibility to provide excellent service not only to our customers, but to each other.
Collaboration. We, as a team, accomplish more than any one of us could individually.
Innovation. We have an abundance of expertise and creativity on our team, focusing efforts on excellence and continued enhancement.
Growth. We have a legacy to build, for the benefit of our community and the communities of our customers.
At PRC, we highly value our people. And we understand the importance of what they value.
Your life outside of PRC matters. We offer PTO and holiday pay to all employees.  We have a flexible work environment giving you the balance you need.
Casual! We play by the rule of dress-for-your-day.
We support you. Whether you need the help of a teammate or professional development, this team has your back.
We offer competitive pay, as well as a comprehensive fulltime benefits package to help keep your health on track.
We’re excited to be looking for a new member of our team.  And, here’s who we’re looking for:

What does Data Analyst at PRC do?

As an entry level position, the Data Analyst ensures the quality of data by compiling survey data, performing quality control, and sharing data with internal and external users.

More specifically, they…
Perform quality assurance and quality control of data.
Use internal and external programs, perform statistical analysis, significance testing, regression, correlations, and discriminant, as needed.
Provide support to Research Analysts, Coding, Project Management, and Account Management.
Provide data files/reporting to clients, internal and external.
Troubleshoot and problem solve posted data from internal programs.
Participate in team planning and forecasting.
Create and maintain documentation of statement of procedures.
Collaborate with internal PRC departments to assess client needs, representing the department during the life of the study.
What does a Data Specialist at PRC need?

Knowledge
Bachelor’s degree, or equivalent experience required. Psychology, Sociology, Community Health, Public Administration preferred; other majors considered.
Experience with Microsoft Office, and statistical software such as R, SPSS, or SAS for analyzing large data sets.
Experience in SQL and relational databases is beneficial.
Skills and Abilities
Aptitude for computers and technical systems.
Critical thinking skills. Analytical.
Excellent verbal and written communication skills and problem solving skills.
Organized and detail oriented. Ability to spot variations in patterns.
Understand and interpret data.
Learn and use a number of computer programs.
Prioritize and maintain balance among multiple tasks.
Understand how abstract systems fit together and affect each other.
Be polite, professional, and courteous. Additionally, discreet, ethical, and trustworthy.
We have a beautiful campus conveniently located in Omaha near the Interstate. PRC offers a pleasant environment in a non-smoking, drug free office. For more information, please visit: www.PRCcustomResearch.com. Also, we understand that the industry is complex. If you have questions, please reach out.

Qualified applicants are asked to complete an application by visiting: www.WorkForPRC.com

PRC is an Equal Opportunity Employer

Apply Now",3.5,"Professional Research Consultants
3.3","Omaha, NE",-1,501 to 1000 Employees,1980,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
43,43,Senior Data Scientist,$72K - $128K (Glassdoor est.),"HPOne's mission is to help people find the right health insurance at the right price, so they live healthier lives. We're committed to making the shopping process simpler. Our mission has never been more important than it is today.
The Senior Data Scientist is responsible for leading advanced analytics projects that will allow us to transform data into actionable insights and solutions. As the Senior Data Scientist, you will own the full life cycle of data modeling projects, creating scalable data science solutions to help drive HPOne's business plans.
Duties/Responsibilities:
Create advanced data models and high-quality analyses for all aspects of our business to discover insights, provide actionable recommendations, and drive outcomes
Develop and implement predictive models like decision tree, regression using R or similar
Define and implement new statistical or other mathematical methodologies for specific models or analyses
Develop end-customer segmentation schemes by analyzing customer behavior
Partner with business leaders to articulate business requirements for data analysis
Manage and optimize the processes for data intake, validation and mining, as well as modeling, visualization and communication deliverables
Oversee the design and delivery of automated reports and dashboard products to display results to internal teams and key stakeholders
Communicate results and business impacts to stakeholders
Performs other related duties as assigned
Required Skills/Abilities:
Master's Degree in Computer Science, Statistics, Applied Mathematics, or related field
10 years' experience with data science and advanced analytics with proven record for delivery of data-driven insights to inform strategic decision making, and at least 3 years' managing people
Five years' experience with SAS (or similar), ETL, data processing, database programming and data analytics
Experience in data mining and statistical analysis
Strong understanding of relational databases and data management as well as experience with data aggregation and normalization
Able to understand various data structures and common methods in data transformation
Excellent pattern recognition and predictive modeling skills
Experience conducting analyses and building predictive models using SAS (or similar)
Experience with programming languages such as Java / Python (or ""R"")
Experience conducting regression analyses
Advanced MS Excel expertise (pivot tables, VLOOKUP, report filters, etc.)
Excellent communication, collaboration, and delegation skills with demonstrated ability to partner with both technical and non-technical stakeholders
Preferred Skills/Abilities:
Coursework in at least one of the following: mathematics, business, analytical marketing, information systems, programming/databases, statistics/statistical modeling, finance, economics, or physics
Experience with business intelligence and data visualization tools preferred (like Domo or Tableau)
Physical Requirements:
Prolonged periods of sitting at a desk and working on a computer, typically in an office or cubicle environment (constant noise, fluorescent overhead lighting)
Equal Employment Opportunity (EEO) is a fundamental principle at HPOne, where employment is based upon personal capabilities and qualifications. HPOne does not discriminate because of actual or perceived sex, sexual orientation or preference, gender identity, gender, transgender, race, color, religion, national origin, creed, citizenship status, ancestry, age, marital status, pregnancy, childbirth or related medical conditions, medical conditions including genetic characteristics, mental or physical disability, military and veteran status, or any other protected characteristic as established by law. HPOne requires the necessary drug testing and background checks as part of our pre-employment practices.

#ZR",3.5,"HPOne
3.0","Trumbull, CT",-1,501 to 1000 Employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),-1
44,44,Senior Data Scientist with Tensorflow - US Citizens Only,$72K - $128K (Glassdoor est.),"Senior Data Scientist with Tensorflow, Python, and NoSQL
# of Openings: 1
Job Type: Full-time (Hourly or Salaried)
Salary: DOE (We are known for the best salaries in the area)
Scheduled Weekly Hours: 40
Location: Ashburn, VA
Work Status: US citizens only due to federal/government requirements. Must be able to clear U.S. Customs and Border Protection Background Investigation (BI)
Responsibilities:
Our team is seeking a Senior Data Scientist for a contract position at US Customs and Border Protection. The role will involve the building of neural networks using big data systems, mentoring junior to mid-level data scientists in creating optimal model pipelines, and other data science-related tasks.
Requirements:
ConstructsDeep Learning and Neural Network models using TensorFlow and Keras.
Successful development and deployment of ML and AI algorithms for solving real-world problems.
Expertise in a variety of machine learning techniques (clustering, decision tree learning, image recognition, anomaly detection, etc.) and understanding of their real-world advantages/drawbacks.
Drive strategic org-wide initiatives and serve as a tech lead on critical projects while executing cross-functional data science projects with measurable organizational and product impact.
Ability to select an algorithmic approach, determine appropriate performance metrics, implement appropriate algorithms, and explain findings to executive level individuals.
Retrieve, manipulate, relate, and/or exploit multiple structured and unstructured datasets from various sources.
Experience integrating models into Java/Python based applications for real-time evaluation and decision making
Preferred:
Knowledge of Kafka, Hadoop, Apache Spark, Hive, HBase, Elasticsearch is a plus.
Knowledge of any Business Intelligence tools Tableau/Power BI.
Knowledge in cloud computing and its architectures
Proficient knowledge of RDBMS concepts and SQL language.
Knowledge of NoSQL databases.
Software development in a Linux/Unix environment.
Delivering solutions using Amazon Web Services
Developing containerized applications using Docker, Kubernetes/Openshift
Education:
Bachelor’s or Master’s Degree in a quantitative field (Statistics, Computer Science, Ops Research, etc.)
Other Qualifications:
Customs and Border Protection Background Investigation (BI) desired
Centrifuge LLC is an Equal Opportunity Employer: All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
Tags/Keywords/Skills:
Python, R, Deep Learning, TensorFlow, Keras, Python, Data Mining, Data Analysis, Statistics, Big Data
Job Type: Full-time
Pay: $126,000.00 - $165,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Referral program
Relocation assistance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Signing bonus
Education:
Bachelor's (Required)
Experience:
Machine Learning: 4 years (Required)
Python: 4 years (Required)
TensorFlow: 2 years (Required)
Company's website:
www.centrifugecorp.com
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Virtual meetings",3.5,Centrifuge LLC,"Raleigh, NC",-1,-1,-1,-1,-1,-1,-1,-1
45,45,Data Analyst,$72K - $128K (Glassdoor est.),"Data Analyst I: Based in Shelton, CT. This is an Overnight position!
Pay is $16 per hour with 20% differential for night work!
LOCAL APPLICANTS ONLY !! THERE IS NO RELOCATION!
SUMMARY OF POSITION:
To process and analyze computer generated test data from detector cars; generate test data audits in accordance to company / client specification; assist in maintaining departmental procedures; processing customer special requests; and to assist in other departmental requirements as needed.
Provide customer audit reports for violations in accordance with internal, client guidelines and procedures.
Assist in data review of service failure investigations, providing this information to the Quality Manager for processing.
Maintain customer and inter-company auditing requirements.
Maintain department measurable as assigned by the Quality Manager.
Provide test data analysis or comparison results as assigned by Quality Manager.
Provide analysis for new technology.
Provide tape comparisons for Chief Operator training class.
MINIMUM REQUIREMENTS:
· Education: High School Diploma/GED.
Skills/Competencies: Communicate effectively, both orally and in writing.
Maintain a relationship with the customer and follow up on all customer complaints. Always maintain a professional and positive attitude toward employees and customers
· Preference to those with fluency in Spanish, Portuguese or Chinese
to apply to the position visit http://www.sperryrail.com/careers.php
Job Type: Full-time
Pay: $16.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Night shift
Overtime
Work Location:
One location
Company's website:
www.sperryrail.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",3.5,"Sperry Rail Inc.
2.7","Olathe, KS",-1,201 to 500 Employees,1928,Company - Private,Rail,Transportation & Logistics,Unknown / Non-Applicable,-1
46,46,Machine Learning Engineer,$72K - $128K (Glassdoor est.),"Description
This role will be part of our Applied Data Team and will be responsible for providing Machine Learning Engineering support.
Tasks & responsibilities required of this role include but are not limited to:
Construct machine learning models including data collection, normalization, and standardization, data pipeline construction, model selection and hyperparameter tuning, working ml systems that can add new data into ml model.
Create apps to present ml models and host them in the cloud or locally.
Create pipelines to query and retrieve and update data for existing applications to keep them updated
Supervise the scaling and management of the machine learning modeling ecosystem
Find orthogonal data sets to supplement models and increase alpha
Stay abreast of new technology and machine learning methodologies and implement them into the model building architecture
Work alongside (re)insurance domain experts to improve predictive aspects of their lines of business
Requirements:
3+ years of demonstrative excellence in building, scaling, and productizing machine learning models
Experience working with sparse, high dimensional, and time series data
Python ml stack
Experience dealing with imbalanced classes
Deep Learning Architectures
ML Optimization Techniques
Cloud Services: Azure, AWS, Google Cloud
Distributed systems: Hadoop, MapReduce, Spark
Databricks
Ensemble Stacking and Meta Learners
Classification and Regression Metrics
Regularization Methods
Version Control
Quant trading experience welcome but not required
Kaggle ranking of expert or higher a plus",3.5,"TransRe
3.7","New York, NY",-1,501 to 1000 Employees,1977,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1
47,47,IT Data Analyst,$72K - $128K (Glassdoor est.),"Do you want to make a difference in the lives of children impacted by developmental disabilities? Do you want to work with fun and passionate people? Join our ACES team today!

Position Title: IT Data Analyst
Hours: Full Time
Location: San Diego, CA
Pay Rate: Dependent on experience

What We Do: ACES is dedicated to enhancing the quality of life for individuals and families impacted with autism and other developmental disorders. We provide comprehensive ABA therapy in homes, schools, and communities throughout the Western United States.
What You'll Do:
Create data visualizations, management dashboards, and reports to improve the data literacy of staff at all levels
Support the development of standardized systems for capturing, integrating, and distributing measurement across the organization that is transparent and cultivates a data-informed culture
Create data pathways from disparate applications to feed our data warehouse and data marts which support all our visualizations
Collaborate with unit managers, end users, development staff, and other stakeholders to integrate data management tools with existing systems
Potential use of MS PowerPlatform technology integration with datasets and PowerBI dashboards
Develop, implement, and maintain change control and testing processes for modifications to data models
Provide and apply quality assurance best practices for data analysis services across the organization
Create, modify and maintain data definitions for new database file/table development and/or changes to existing ones
Develop routines for end users to facilitate best-practice use of data management tools
Collaborate with database and disaster recovery administrators to ensure effective protection and integrity of data assets
Monitor data management system details within the database, including stored procedures and execution time, and implement efficiency improvements
Skills and Qualifications:
Bachelor's degree in Business Analytics, Computer Science, Statistics or a related field
Prior experience in data analytics, visualizations and database administration
Excellent knowledge of data visualization tools, PowerBI specifically
Strong understanding of data models, structures, theories, principles, and practices.
Strong familiarity with data preparation, processing, classification, and forecasting.
Working technical experience with relational database servers
Direct experience with data management techniques
Hands-on database tuning and troubleshooting experience
Comfort with statistical tools and coding languages such as SPSS, Stata, R, Python, etc.
Excellent written and verbal communication skills with exceptional attention to detail
Strong project and time management skills
What We're Looking For:
Strong verbal and written communication skills
Ability to prioritize and execute tasks in a high-pressure environment
Strong knowledge of applicable data privacy practices and laws
Skilled at working within a team-oriented, collaborative environment
What You'll Love:
Working in a casual, fun and supportive work environment
Earning a competitive salary, with paid sick time, Medical, Dental, Vision, Life Insurance and 401k benefits
Opportunities for career growth and development ... we love to promote from within!

Additional Information

The foregoing job responsibilities are illustrative only and are not meant to be exhaustive. ACES reserves the right to change, amend or modify the job description/responsibilities at any time and in its sole discretion.

ACES is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity, sexual orientation, marital status, national origin, disability, age or covered veteran status.",3.5,"ACES
3.7","San Diego, CA",-1,1001 to 5000 Employees,1996,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1
48,48,SYSTEMS/DATA ENGINEER - ANALYTICS- INFORMATION SERVICES,$72K - $128K (Glassdoor est.),"Description:
Systems Engineer will be responsible for creating and maintaining the analytical infrastructure. They are responsible for building and developing elegant reports and dashboards. Along with creating data sets, data flows, data models, and transforms for mining and modeling. Assembling large, complex sets of data that meet non-functional and functional business requirements. Excellent in analytical thinking for translating data into informative visuals and reports. Able to develop tabular and multidimensional models that are compatible with warehouse standards. Expertise in using advance level calculations on the data set. Able to implement row level security on data and have an understanding of application security layer models. Performs duties and responsibilities in a manner consistent with our mission and values.
Principle Accountabilities: % Of Time Spent
Power BI / Tableau development and administration. (35%)
Building Analysis Services reporting models (20%)
Developing visual reports, dashboards and KPI scorecards (20%)
Connecting to data sources, importing data and transforming data for Business Intelligence (25%)
Total: 100%
Education:
Bachelors Degree Required

Experience:
5 years of programming/development experience preferred.
2 years of experience in Power BI and/or Tableau preferred.
Experience with other data visualization tools and reporting software (SSRS, Cognos, Business Objects)
Experience with mission-critical high-scale and distributed RDMS (Oracle, Microsoft SQL Server, and IBM DB2)
Agile project management experience, including use of agile project management tools (i.e. JIRA, Git, etc.)
Strong query writing skills in SQL and knowledge of DAX queries
Must have excellent analytical and problem-solving skills
Must have strong written, presentation, interpersonal, team and communication skills
Should have knowledge and experience in prototyping, designing, and requirement analysis

Reporting Relationships (Text Only): Job Relationships: Brief descriptions of the types of interactions that occur for this job. T akes direction from: Provides direction to: Supervised by: Manager, Technology Working Conditions:
Employee is required to sit continuously and walk occasionally. Employee must lift/carry a light (1-20 lbs.) load occasionally. Employee may be required to lift over 100 lbs. with assistance. Employee is occasionally required to bend, squat, crawl, kneel, climb, lift waist to overhead. Employee is occasionally required to reach forward and reach overhead. For repetitive action, employee is required to use both hands for simple grasping and pushing/pulling. Employee is continuously exposed to electrical hazards and CRT terminal work. (Occasionally: 1-33%, Frequently: 34-66%, Continuously: 67-100%) The most significant of duties are included but this does not exclude occasional work assignments not mentioned or developmental duties.
Mission/Values:
MISSION
Faithful to our Episcopal-Presbyterian heritage and its ministry of healing, St. Luke’s is dedicated to improving the health of the communities we serve.
Using talents and resources responsibly, we provide high quality, safe care with compassion, professional excellence and respect for each other and those we serve.

VISION
As an independent healthcare network, we create healthy communities in the region through our commitment to high quality, safe and personalized services.

CORE VALUES
Human Dignity
We accept and treat all persons as being created in the image of God.

Compassion
We respond with caring to the needs of others as if they were members of our family.

Justice
We honor each person’s rights and responsibilities in light of the common good.

Excellence
We set and strive to attain high standards of performance and continuous improvement.

Stewardship
We use our talents and resources wisely, with honesty and integrity.

FACES - Friendly - Available - Caring - Efficient - Safe Communication Standards: Promotes and provides courteous and effective communication with internal and external customers.",3.5,"St. Luke's Hospital
3.4","Chesterfield, MO",-1,1001 to 5000 Employees,1885,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1
49,49,"Assistant Director, Data Stewardship",$72K - $128K (Glassdoor est.),"Requisition Number 20-0025
Post Date 9/22/2020
Title Assistant Director, Data Stewardship
City Washington
State DC
Description Title: Assistant Director, Data Stewardship
Position Type: Full-Time (Two-Year Term)
Location: Washington, DC (preferred)

What we do and offer our team

AGU is a global community of 118,000 Earth and space scientists, advocates and experts. As the Assistant Director, Data Stewardship, you will be part of a dynamic association that publishes peer-reviewed journals and scientific books and convenes the largest Earth and space science meeting in the world. Through our initiatives, such as mentoring, professional development and awards, AGU upholds and fosters an inclusive and diverse scientific community.

AGU offers our employees great benefits, including flexible work schedules, retirement savings options, as well as health, dental, life and disability insurance. AGU also provides exciting opportunities for professional development and tuition support.

AGU’s Workplace Values

We believe in accountability and ownership of work, by taking responsibility for decisions and results. We believe in member and customer service, and that they come first through providing high quality service.

We believe in excellence and giving it our all, through striving to be outstanding. We believe in integrity by doing the right thing, we achieve this by being honest and fair.

Our teams believe that with teamwork together we achieve more, we achieve this through collaboration. We believe in respect, that you earn it and give it, by open communication and collaboration.

What the Assistant Director, Data Stewardship does

AGU’s data and software policies associated with publications have evolved over the last few years to now require that data and software supporting the research in the paper are preserved in an appropriate repository, described in the availability statement and cited in the references. AGU’s editors and publication team are implementing the new policy with good results.

The Assistant Director, Data Stewardship position is part of the AGU’s Data Leadership program supporting AGU publications, editors, reviewers, authors, and the broader Earth and space science community with support to ensure that data and software supporting AGU publications, specifically those funded by the National Science Foundation EAR grants are preserved in an appropriate repository, included in the availability statement, and cited in the references of the papers.

The incumbent in this role will help to further develop best practices and to serve as a resource to the editors, reviewers, authors, and AGU publications team to support the full implementation of AGU’s data and software publication policies and the broader culture change around data and software sharing.
This is a two-year term position.

• Supports AGU authors in identifying repositories that are aligned with the FAIR guiding principles for data and software before, or at the time of, manuscript submission and ideally identified in the Data Management Plan for the research.
• Ensures that researchers include an availability statement and cite their data and software properly, in references for AGU journals.
• Ensures that AGU Journals tag the data and software citations properly and sends these to Crossref, CHORUS, and other downstream services.
• Develops best practices for the broad journal community, shares those practices, conducts outreach through AGU Data FAIR, Data Help Desk, AGU’s communication channels, and our partners.
• Supports AGU data and software sharing efforts for the purpose of making data and software open and FAIR as a common practice.
• Works with researchers to improve their awareness and understanding of research data management skills that better prepare them to make their data open and FAIR.
• Works with AGU publications staff, providing training and support to those working with editors, reviewers, and authors across all the journals.
• Reviews submitted papers (with priority to NSF-EAR funded research), assesses the viability of the author’s data and software products, determines if any data or software has been used but not included in the availability statements, and recommends improvements to data and software availability statements and citations.
• Supports authors by facilitating their understanding of what is required for their data and software to prepared for publication.
• Supports AGU’s Data FAIR and the Data Help Desk.
• Coordinates with the COPDESS community (https://COPDESS.org) and partners such as ESIP (https://esipfed.org), CHORUS (https://www.chorusaccess.org), Dryad (https://datadryad.org), and others.
• Develops and shares leading practices with the broad community around open and FAIR data and software.
• Supports content management on AGU and partner websites to make information easily available.
• Keeps abreast of new trends and needs through interaction with industry professionals; travels for outreach activities as needed.
• Other duties as assigned.

What the Assistant Director, Data Stewardship brings to the team
• Post-graduate study in the natural sciences or related field; Ph.D. is strongly preferred.
• Minimum of five years of experience with scientific data best practices to include: creation, analysis, management, curation, and preservation.
• Minimum of five years of experience with scholarly publishing process, knowledge of and experience with Earth, space, or environmental science related journals preferred.
• Broad awareness of data practices in the sciences and leading efforts to improve them.
• Breadth of knowledge in industry best practices and related data management technologies.
• Excellent oral and written communication skills.
• Ability to present content in webinars, videos, and other channels using tools such as PowerPoint.
• Ability to coordinate and manage video meetings, webinars, and other online and in person outreach activities.
• Must be capable of dealing calmly and professionally with numerous different personalities from diverse cultures at various levels within and outside of the organization.
• Excellent analytical skills, mathematical and organizational skills required.
• Strong attention to detail.
• Ability to execute responsibilities with minimal supervision required.
• Must be able to perform responsibilities with composure under the stress of deadlines; requirements for accuracy and quality and/or fast pace required.
• Ability to understand the complexity of the factors needed to produce successful meeting programs.
• Ability to travel.

To Apply:

For consideration, please submit your cover letter and resume to
https://rew12.ultipro.com/AME1056/jobboard/NewCandidateExt.aspx?__JobID=407

The successful candidate for this position will be subject to a pre-employment background check.

AGU proudly offers a casual work environment, excellent compensation, generous work-life opportunities, and an outstanding benefits package.

AGU is an Equal Opportunity/Affirmative Action employer. Minorities, women, veterans and individuals with disabilities are encouraged to apply.

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities.
Please view Equal Employment Opportunity Posters provided by OFCCP
here.
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)",3.5,"American Geophysical Union
3.6","Washington, DC",-1,51 to 200 Employees,1919,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1
